person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: tuesday, july 10,1894,cause of death: gunfire,gunfire,1894-07-10,1894,False,hastings police department, mn
eow: thursday, july 12,1894,cause of death: train accident,train accident,1894-07-12,1894,False,united states department of justice - united states marshals service, us
eow: saturday, july 14,1894,cause of death: struck by train,struck by train,1894-07-14,1894,False,chicago police department, il
eow: sunday, july 15,1894,cause of death: gunfire,gunfire,1894-07-15,1894,False,jefferson county sheriff's office, al
eow: friday, july 20,1894,cause of death: gunfire,gunfire,1894-07-20,1894,False,united states department of justice - united states marshals service, us
eow: saturday, july 21,1894,cause of death: gunfire,gunfire,1894-07-21,1894,False,brunswick police department, ga
eow: tuesday, july 24,1894,cause of death: gunfire,gunfire,1894-07-24,1894,False,jefferson county sheriff's office, al
eow: friday, july 27,1894,cause of death: bomb,bomb,1894-07-27,1894,False,tennessee department of correction, tn
eow: sunday, july 29,1894,cause of death: gunfire,gunfire,1894-07-29,1894,False,lexington police department, ky
eow: sunday, july 29,1894,cause of death: gunfire,gunfire,1894-07-29,1894,False,united states department of the interior - bureau of indian affairs - division of law enforcement, us
eow: tuesday, july 31,1894,cause of death: struck by train,struck by train,1894-07-31,1894,False,chicago police department, il
eow: friday, august 3,1894,cause of death: struck by train,struck by train,1894-08-03,1894,False,st. louis metropolitan police department, mo
eow: friday, august 3,1894,cause of death: gunfire,gunfire,1894-08-03,1894,False,united states department of justice - united states marshals service, us
eow: tuesday, august 28,1894,cause of death: drowned,drowned,1894-08-28,1894,False,texas rangers, tx
eow: friday, august 31,1894,cause of death: gunfire,gunfire,1894-08-31,1894,False,fayette county constable's office - precinct 8, tx
eow: wednesday, september 5,1894,cause of death: gunfire,gunfire,1894-09-05,1894,False,cleveland police department, oh
eow: monday, september 10,1894,cause of death: gunfire,gunfire,1894-09-10,1894,False,united states department of the interior - bureau of indian affairs - division of law enforcement, us
eow: monday, september 10,1894,cause of death: gunfire,gunfire,1894-09-10,1894,False,philadelphia police department, pa
eow: thursday, september 13,1894,cause of death: gunfire,gunfire,1894-09-13,1894,False,united states department of justice - united states marshals service, us
eow: thursday, september 20,1894,cause of death: electrocuted,electrocuted,1894-09-20,1894,False,allegheny city police department, pa
eow: sunday, september 23,1894,cause of death: gunfire,gunfire,1894-09-23,1894,False,navarro county sheriff's department, tx
eow: wednesday, september 26,1894,cause of death: gunfire,gunfire,1894-09-26,1894,False,sanpete county sheriff's department, ut
eow: saturday, september 29,1894,cause of death: gunfire (accidental),gunfire (accidental),1894-09-29,1894,False,united states department of justice - united states marshals service, us
eow: sunday, september 30,1894,cause of death: gunfire,gunfire,1894-09-30,1894,False,chicago police department, il
eow: sunday, september 30,1894,cause of death: gunfire,gunfire,1894-09-30,1894,False,puyallup police department, wa
eow: saturday, october 13,1894,cause of death: gunfire,gunfire,1894-10-13,1894,False,lee county sheriff's office, ky
eow: wednesday, october 17,1894,cause of death: struck by train,struck by train,1894-10-17,1894,False,stockton police department, ca
eow: monday, october 29,1894,cause of death: gunfire,gunfire,1894-10-29,1894,False,york police department, al
eow: thursday, november 1,1894,cause of death: gunfire,gunfire,1894-11-01,1894,False,chicago police department, il
eow: friday, november 2,1894,cause of death: gunfire,gunfire,1894-11-02,1894,False,memphis police department, tn
eow: saturday, november 3,1894,cause of death: gunfire,gunfire,1894-11-03,1894,False,peoria police department, il
eow: friday, november 9,1894,cause of death: heart attack,heart attack,1894-11-09,1894,False,paducah police department, ky
eow: friday, november 16,1894,cause of death: assault,assault,1894-11-16,1894,False,united states department of the interior - bureau of indian affairs - division of law enforcement, us
eow: sunday, november 18,1894,cause of death: gunfire,gunfire,1894-11-18,1894,False,new orleans police department, la
eow: saturday, november 24,1894,cause of death: gunfire,gunfire,1894-11-24,1894,False,united states department of justice - united states marshals service, us
eow: saturday, november 24,1894,cause of death: gunfire,gunfire,1894-11-24,1894,False,hemphill county sheriff's department, tx
eow: sunday, december 9,1894,cause of death: gunfire,gunfire,1894-12-09,1894,False,united states department of justice - united states marshals service, us
eow: thursday, december 13,1894,cause of death: gunfire,gunfire,1894-12-13,1894,False,mason county sheriff's office, il
eow: thursday, december 13,1894,cause of death: struck by train,struck by train,1894-12-13,1894,False,trenton police department, mo
eow: thursday, december 13,1894,cause of death: gunfire,gunfire,1894-12-13,1894,False,united states department of justice - united states marshals service, us
eow: saturday, december 15,1894,cause of death: gunfire,gunfire,1894-12-15,1894,False,davidson county constable's office, tn
eow: monday, december 24,1894,cause of death: gunfire,gunfire,1894-12-24,1894,False,augusta police department, ga
eow: monday, december 24,1894,cause of death: gunfire,gunfire,1894-12-24,1894,False,rayne police department, la
eow: tuesday, december 25,1894,cause of death: gunfire (accidental),gunfire (accidental),1894-12-25,1894,False,falls county constable's office - precinct 7, tx
eow: thursday, january 3,1895,cause of death: gunfire,gunfire,1895-01-03,1895,False,chicago police department, il
eow: tuesday, january 15,1895,cause of death: explosion,explosion,1895-01-15,1895,False,butte police department, mt
eow: sunday, january 20,1895,cause of death: gunfire,gunfire,1895-01-20,1895,False,osawatomie police department, ks
eow: monday, january 21,1895,cause of death: gunfire,gunfire,1895-01-21,1895,False,alamosa police department, co
eow: sunday, january 27,1895,cause of death: struck by streetcar,struck by streetcar,1895-01-27,1895,False,chicago police department, il
eow: wednesday, february 20,1895,cause of death: gunfire,gunfire,1895-02-20,1895,False,rowan county sheriff's office, nc
eow: wednesday, february 27,1895,cause of death: gunfire,gunfire,1895-02-27,1895,False,united states department of justice - united states marshals service, us
eow: thursday, february 28,1895,cause of death: gunfire,gunfire,1895-02-28,1895,False,cincinnati police department, oh
eow: sunday, march 3,1895,cause of death: gunfire,gunfire,1895-03-03,1895,False,rahway police department, nj
eow: thursday, march 7,1895,cause of death: gunfire,gunfire,1895-03-07,1895,False,hamilton county constable's office, tn
eow: friday, march 15,1895,cause of death: gunfire,gunfire,1895-03-15,1895,False,genesee county sheriff's office, ny
eow: saturday, march 16,1895,cause of death: gunfire,gunfire,1895-03-16,1895,False,united states department of justice - united states marshals service, us
eow: wednesday, march 20,1895,cause of death: gunfire,gunfire,1895-03-20,1895,False,denver police department, co
eow: wednesday, march 27,1895,cause of death: gunfire,gunfire,1895-03-27,1895,False,ottumwa police department, ia
eow: saturday, march 30,1895,cause of death: gunfire,gunfire,1895-03-30,1895,False,tehama county sheriff's department, ca
eow: friday, april 5,1895,cause of death: gunfire,gunfire,1895-04-05,1895,False,jacksonville police department, fl
eow: saturday, april 6,1895,cause of death: gunfire,gunfire,1895-04-06,1895,False,baldwin county sheriff's office, al
eow: tuesday, april 9,1895,cause of death: gunfire,gunfire,1895-04-09,1895,False,riverside county sheriff's department, ca
eow: saturday, april 13,1895,cause of death: gunfire,gunfire,1895-04-13,1895,False,lauderdale county sheriff's office, al
eow: thursday, april 25,1895,cause of death: gunfire,gunfire,1895-04-25,1895,False,volusia county sheriff's office, fl
eow: thursday, april 25,1895,cause of death: gunfire,gunfire,1895-04-25,1895,False,united states department of justice - united states marshals service, us
eow: saturday, april 27,1895,cause of death: gunfire,gunfire,1895-04-27,1895,False,pottawatomie county sheriff's office, ok
eow: monday, may 6,1895,cause of death: animal related,animal related,1895-05-06,1895,False,faribault police department, mn
eow: sunday, may 19,1895,cause of death: gunfire,gunfire,1895-05-19,1895,False,winston-salem police department, nc
eow: monday, may 20,1895,cause of death: gunfire,gunfire,1895-05-20,1895,False,montgomery county sheriff's office, ga
eow: tuesday, may 21,1895,cause of death: gunfire,gunfire,1895-05-21,1895,False,manchester police department, nh
eow: wednesday, may 29,1895,cause of death: gunfire (accidental),gunfire (accidental),1895-05-29,1895,False,ouachita parish sheriff's office, la
eow: wednesday, may 29,1895,cause of death: gunfire,gunfire,1895-05-29,1895,False,motley county sheriff's department, tx
eow: monday, june 3,1895,cause of death: gunfire,gunfire,1895-06-03,1895,False,united states department of the interior - bureau of indian affairs - division of law enforcement, us
eow: sunday, june 16,1895,cause of death: gunfire,gunfire,1895-06-16,1895,False,mount sterling police department, ky
eow: thursday, june 20,1895,cause of death: gunfire (accidental),gunfire (accidental),1895-06-20,1895,False,ouachita parish sheriff's office, la
eow: tuesday, june 25,1895,cause of death: gunfire,gunfire,1895-06-25,1895,False,sprague police department, wa
eow: wednesday, june 26,1895,cause of death: gunfire,gunfire,1895-06-26,1895,False,enid police department, ok
eow: friday, june 28,1895,cause of death: drowned,drowned,1895-06-28,1895,False,st. louis metropolitan police department, mo
eow: friday, june 28,1895,cause of death: gunfire,gunfire,1895-06-28,1895,False,pennsylvania railroad police department, rr
eow: sunday, june 30,1895,cause of death: gunfire,gunfire,1895-06-30,1895,False,oklahoma city police department, ok
eow: wednesday, july 3,1895,cause of death: gunfire,gunfire,1895-07-03,1895,False,escambia county sheriff's office, al
eow: thursday, july 4,1895,cause of death: gunfire,gunfire,1895-07-04,1895,False,louisville police department, ky
eow: friday, july 5,1895,cause of death: gunfire,gunfire,1895-07-05,1895,False,new ulm police department, mn
eow: saturday, july 6,1895,cause of death: gunfire (accidental),gunfire (accidental),1895-07-06,1895,False,bingham city police department, ut
eow: saturday, july 6,1895,cause of death: gunfire,gunfire,1895-07-06,1895,False,henrico county police department, va
eow: tuesday, july 16,1895,cause of death: gunfire,gunfire,1895-07-16,1895,False,norton police department, va
eow: sunday, july 21,1895,cause of death: gunfire,gunfire,1895-07-21,1895,False,nassau county sheriff's office, fl
eow: friday, july 26,1895,cause of death: gunfire,gunfire,1895-07-26,1895,False,united states department of justice - united states marshals service, us
eow: tuesday, july 30,1895,cause of death: gunfire,gunfire,1895-07-30,1895,False,united states department of justice - united states marshals service, us
eow: tuesday, july 30,1895,cause of death: gunfire,gunfire,1895-07-30,1895,False,echo constable's office, ut
eow: tuesday, july 30,1895,cause of death: gunfire,gunfire,1895-07-30,1895,False,uinta county sheriff's office, wy
eow: thursday, august 1,1895,cause of death: gunfire,gunfire,1895-08-01,1895,False,united states department of justice - united states marshals service, us
eow: tuesday, august 6,1895,cause of death: gunfire,gunfire,1895-08-06,1895,False,crittenden county sheriff's department, ar
eow: tuesday, august 6,1895,cause of death: gunfire,gunfire,1895-08-06,1895,False,telluride marshal's office, co
eow: thursday, august 8,1895,cause of death: heart attack,heart attack,1895-08-08,1895,False,pittsburgh police department, pa
